ApsimVersion = 7.5
Title = Silt cowpea residue field
           Date           year            day           rain            esw             es         runoff          drain          no3()   dlt_n_min(1)   dlt_n_min(2)   dlt_n_min(3)   dlt_n_min(4)   dlt_n_min(5)   dlt_n_min(6)   surfaceom_wt surfaceom_cover
   (dd/mm/yyyy)         (year)          (day)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)       (m^2/m^2)
     07/05/2001           2001            127          0.000        122.618          0.954          0.000          0.000           61.5            0.7            0.2            0.1            0.0            0.0            0.0          532.3           0.101
     08/05/2001           2001            128         69.000        134.813          3.827         52.978          0.000           62.0            0.6            0.1            0.1            0.0            0.0            0.0          479.0           0.091
     09/05/2001           2001            129         54.000        140.458          4.071         44.285          0.000           62.5            0.6            0.1            0.1            0.0            0.0            0.0          431.1           0.083
     10/05/2001           2001            130          0.000        137.527          2.930          0.000          0.000           63.1            0.6            0.1            0.1            0.0            0.0            0.0          397.5           0.076
     11/05/2001           2001            131         43.000        143.923          4.062         32.543          0.000           63.6            0.6            0.1            0.1            0.0            0.0            0.0          357.8           0.069
     12/05/2001           2001            132         64.000        149.099          4.085         54.739          0.000           64.1            0.6            0.1            0.1            0.0            0.0            0.0          322.0           0.062
     13/05/2001           2001            133          0.000        146.183          2.917          0.000          0.000           64.9            0.7            0.1            0.1            0.0            0.0            0.0          299.7           0.058
     14/05/2001           2001            134          0.000        144.941          1.242          0.000          0.000           65.8            0.7            0.1            0.1            0.0            0.0            0.0          288.9           0.056
     15/05/2001           2001            135          0.000        143.987          0.953          0.000          0.000           66.7            0.7            0.2            0.1            0.0            0.0            0.0          286.0           0.056
     16/05/2001           2001            136          0.000        143.183          0.804          0.000          0.000           67.8            0.7            0.2            0.1            0.0            0.0            0.0          286.0           0.056
     17/05/2001           2001            137          0.000        142.475          0.708          0.000          0.000           68.9            0.8            0.2            0.1            0.0            0.0            0.0          286.0           0.056
     18/05/2001           2001            138          0.000        141.835          0.640          0.000          0.000           70.1            0.8            0.2            0.1            0.0            0.0            0.0          286.0           0.056
     19/05/2001           2001            139          0.000        141.246          0.589          0.000          0.000           71.3            0.8            0.2            0.1            0.0            0.0            0.0          286.0           0.056
     20/05/2001           2001            140         34.000        149.710          5.033         20.503          0.000           72.3            0.8            0.2            0.1            0.0            0.0            0.0          257.4           0.050
     21/05/2001           2001            141          0.000        147.570          2.140          0.000          0.000           73.4            0.8            0.2            0.1            0.0            0.0            0.0          238.3           0.047
     22/05/2001           2001            142          0.000        146.377          1.194          0.000          0.000           74.5            0.8            0.2            0.1            0.0            0.0            0.0          225.8           0.044
     23/05/2001           2001            143         33.000        152.537          4.313         22.526          0.000           75.3            0.7            0.2            0.1            0.0            0.0            0.0          203.2           0.040
     24/05/2001           2001            144         21.000        155.454          4.148         13.935          0.000           75.9            0.7            0.2            0.1            0.0            0.0            0.0          182.9           0.036
     25/05/2001           2001            145          3.000        153.778          4.434          0.242          0.000           76.7            0.7            0.1            0.1            0.0            0.0            0.0          165.9           0.033
     26/05/2001           2001            146          0.000        152.091          1.687          0.000          0.000           77.6            0.7            0.2            0.1            0.0            0.0            0.0          154.0           0.030
     27/05/2001           2001            147         30.000        157.135          4.503         20.453          0.000           78.3            0.7            0.1            0.1            0.0            0.0            0.0          138.6           0.027
