ApsimVersion = 7.5
Title = Transplanted_paddy_rice
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation
     12/01/2003           2003             12        196.864           14.5              0              0            0.0            0.0            0.0            9.9          0.000          0.386          0.315           14.5            1.0            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     13/01/2003           2003             13        196.495           14.6              0              0            0.0            0.0            0.0           10.1          0.000          0.386          0.313           14.6            1.0            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     14/01/2003           2003             14        196.141           14.8              0              0            0.0            0.0            0.0           10.3          0.000          0.386          0.311           14.8            1.0            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     15/01/2003           2003             15        195.800           15.0              0              0            0.0            0.0            0.0           10.5          0.000          0.386          0.310           15.0            1.0            0.1            0.1            0.0            0.0            0.0          0.000          0.000
     16/01/2003           2003             16        195.472           15.2              0              0            0.0            0.0            0.0           10.7          0.000          0.386          0.308           15.2            1.0            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     17/01/2003           2003             17        195.154           15.5              0              0            0.0            0.0            0.0           10.9          0.000          0.386          0.307           15.5            1.0            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     18/01/2003           2003             18        194.846           15.8              0              0            0.0            0.0            0.0           11.1          0.000          0.386          0.305           15.8            1.0            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     19/01/2003           2003             19        194.547           16.1              0              0            0.0            0.0            0.0           11.3          0.000          0.386          0.304           16.1            1.0            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     20/01/2003           2003             20        194.257           16.5              0              0            0.0            0.0            0.0           11.6          0.000          0.386          0.303           16.5            1.0            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     21/01/2003           2003             21        193.974           16.9              0              0            0.0            0.0            0.0           11.9          0.000          0.386          0.301           16.9            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     22/01/2003           2003             22        193.697           17.3              0              0            0.0            0.0            0.0           12.2          0.000          0.386          0.300           17.3            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     23/01/2003           2003             23        193.428           17.7              0              0            0.0            0.0            0.0           12.5          0.000          0.386          0.299           17.7            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     24/01/2003           2003             24        193.164           18.0              0              0            0.0            0.0            0.0           12.7          0.000          0.386          0.298           18.0            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     25/01/2003           2003             25        192.906           18.4              0              0            0.0            0.0            0.0           13.0          0.000          0.386          0.297           18.4            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     26/01/2003           2003             26        192.653           18.8              0              0            0.0            0.0            0.0           13.2          0.000          0.386          0.296           18.8            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     27/01/2003           2003             27        192.406           19.2              0              0            0.0            0.0            0.0           13.5          0.000          0.386          0.295           19.2            0.9            0.2            0.1            0.0            0.0            0.0          0.000          0.000
     28/01/2003           2003             28        192.163           19.6              0              0            0.0            0.0            0.0           13.8          0.000          0.386          0.294           19.6            0.8            0.2            0.2            0.0            0.0            0.0          0.000          0.000
     29/01/2003           2003             29        191.924           20.0              0              0            0.0            0.0            0.0           14.1          0.000          0.386          0.293           20.0            0.8            0.2            0.2            0.0            0.0            0.0          0.000          0.000
     30/01/2003           2003             30        191.690           20.5              0              0            0.0            0.0            0.0           14.4          0.000          0.386          0.292           20.5            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     31/01/2003           2003             31        191.460           20.9              0              0            0.0            0.0            0.0           14.6          0.000          0.386          0.291           20.9            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     01/02/2003           2003             32        191.234           21.4              0              0            0.0            0.0            0.0           14.9          0.000          0.386          0.290           21.4            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     02/02/2003           2003             33        191.011           21.9              0              0            0.0            0.0            0.0           15.2          0.000          0.386          0.289           21.9            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     03/02/2003           2003             34        190.792           22.4              0              0            0.0            0.0            0.0           15.5          0.000          0.386          0.289           22.4            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     04/02/2003           2003             35        190.576           22.9              0              0            0.0            0.0            0.0           15.8          0.000          0.386          0.288           22.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     05/02/2003           2003             36        190.363           23.4              0              0            0.0            0.0            0.0           16.1          0.000          0.386          0.287           23.4            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     06/02/2003           2003             37        190.153           23.9              0              0            0.0            0.0            0.0           16.4          2.000          0.386          0.286           23.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     07/02/2003           2003             38        189.946           24.4              0              0            0.0            0.0            0.0           16.7          0.000          0.386          0.286           24.4            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     08/02/2003           2003             39        189.742           24.9              0              0            0.0            0.0            0.0           17.0          0.000          0.386          0.285           24.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     09/02/2003           2003             40        189.540           25.3              0              0            0.0            0.0            0.0           17.3          0.000          0.386          0.284           25.3            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     10/02/2003           2003             41        189.341           25.9              0              0            0.0            0.0            0.0           17.6          0.000          0.386          0.283           25.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     11/02/2003           2003             42        189.145           26.4              0              0            0.0            0.0            0.0           17.9          0.000          0.386          0.283           26.4            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     12/02/2003           2003             43        188.951           26.9              0              0            0.0            0.0            0.0           18.2          0.000          0.386          0.282           26.9            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     13/02/2003           2003             44        188.759           27.5              0              0            0.0            0.0            0.0           18.5          0.000          0.386          0.281           27.5            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     14/02/2003           2003             45        188.569           28.0              0              0            0.0            0.0            0.0           18.8          2.000          0.386          0.281           28.0            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     15/02/2003           2003             46        188.382           28.5              0              0            0.0            0.0            0.0           19.0          0.000          0.386          0.280           28.5            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     16/02/2003           2003             47        188.197           29.0              0              0            0.0            0.0            0.0           19.3          0.000          0.386          0.279           29.0            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     17/02/2003           2003             48        188.013           29.5              0              0            0.0            0.0            0.0           19.6          0.000          0.386          0.279           29.5            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     18/02/2003           2003             49        187.832           30.0              0              0            0.0            0.0            0.0           19.8          0.000          0.386          0.278           30.0            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     19/02/2003           2003             50        187.652           30.6              0              0            0.0            0.0            0.0           20.1          0.000          0.386          0.278           30.6            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     20/02/2003           2003             51        187.475           31.1              0              0            0.0            0.0            0.0           20.4          0.000          0.386          0.277           31.1            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     21/02/2003           2003             52        187.299           31.7              0              0            0.0            0.0            0.0           20.7          0.000          0.386          0.276           31.7            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     22/02/2003           2003             53        187.125           32.2              0              0            0.0            0.0            0.0           21.0          0.000          0.386          0.276           32.2            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     23/02/2003           2003             54        186.952           32.7              0              0            0.0            0.0            0.0           21.2          0.000          0.386          0.275           32.7            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     24/02/2003           2003             55        186.781           33.2              0              0            0.0            0.0            0.0           21.5          0.000          0.386          0.275           33.2            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     25/02/2003           2003             56        186.612           33.7              0              0            0.0            0.0            0.0           21.7          0.000          0.386          0.274           33.7            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     26/02/2003           2003             57        186.444           34.3              0              0            0.0            0.0            0.0           22.0          0.000          0.386          0.274           34.3            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     27/02/2003           2003             58        186.278           34.8              0              0            0.0            0.0            0.0           22.3          0.000          0.386          0.273           34.8            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     28/02/2003           2003             59        186.113           35.4              0              0            0.0            0.0            0.0           22.5          0.000          0.386          0.273           35.4            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     01/03/2003           2003             60        185.949           36.0              0              0            0.0            0.0            0.0           22.8          0.000          0.386          0.272           36.0            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     02/03/2003           2003             61        185.787           36.6              0              0            0.0            0.0            0.0           23.1          0.000          0.386          0.272           36.6            0.5            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     03/03/2003           2003             62        185.627           37.3              0              0            0.0            0.0            0.0           23.4          0.000          0.386          0.271           37.3            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     04/03/2003           2003             63        185.467           38.0              0              0            0.0            0.0            0.0           23.7          0.000          0.386          0.271           38.0            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     05/03/2003           2003             64        185.309           38.6              0              0            0.0            0.0            0.0           24.0          0.000          0.386          0.270           38.6            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     06/03/2003           2003             65        185.152           39.1              0              0            0.0            0.0            0.0           24.3          0.000          0.386          0.270           39.1            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     07/03/2003           2003             66        184.996           39.7              0              0            0.0            0.0            0.0           24.5          0.000          0.386          0.269           39.7            0.4            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     08/03/2003           2003             67        184.842           40.1              0              0            0.0            0.0            0.0           24.8          0.000          0.386          0.269           40.1            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     09/03/2003           2003             68        184.689           40.6              0              0            0.0            0.0            0.0           25.0          0.000          0.386          0.268           40.6            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     10/03/2003           2003             69        184.537           41.1              0              0            0.0            0.0            0.0           25.2          0.000          0.386          0.268           41.1            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     11/03/2003           2003             70        184.385           41.7              0              0            0.0            0.0            0.0           25.5          0.000          0.386          0.267           41.7            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     12/03/2003           2003             71        184.236           42.2              0              0            0.0            0.0            0.0           25.7          0.000          0.386          0.267           42.2            0.4            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     13/03/2003           2003             72        186.538           42.8              0              0            0.0            0.0            0.0           26.0          6.000          0.386          0.283           42.8            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     14/03/2003           2003             73        186.371           43.3              0              0            0.0            0.0            0.0           26.4          0.000          0.386          0.282           43.3            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     15/03/2003           2003             74        186.206           43.9              0              0            0.0            0.0            0.0           26.7          3.000          0.386          0.281           43.9            0.5            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     16/03/2003           2003             75        195.524           44.5              0              0            0.0            0.0            0.0           27.2         18.000          0.386          0.344           44.5            0.7            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     17/03/2003           2003             76        200.733           45.2              0              0            0.0            0.0            0.0           27.2         16.000          0.386          0.372           45.2            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     18/03/2003           2003             77        200.074           45.8              0              0            0.0            0.0            0.0           27.7          2.000          0.386          0.368           45.8            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     19/03/2003           2003             78        199.492           46.5              0              0            0.0            0.0            0.0           28.2          0.000          0.386          0.364           46.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     20/03/2003           2003             79        198.964           47.2              0              0            0.0            0.0            0.0           28.6          3.000          0.386          0.360           47.2            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     21/03/2003           2003             80        198.478           47.9              0              0            0.0            0.0            0.0           29.1          0.000          0.386          0.357           47.9            1.0            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     22/03/2003           2003             81        198.025           48.7              0              0            0.0            0.0            0.0           29.6          0.000          0.386          0.354           48.7            1.0            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     23/03/2003           2003             82        197.599           49.6              0              0            0.0            0.0            0.0           30.2          0.000          0.386          0.352           49.6            1.0            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     24/03/2003           2003             83        197.196           50.6              0              0            0.0            0.0            0.0           30.8          0.000          0.386          0.349           50.6            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     25/03/2003           2003             84        196.813           51.5              0              0            0.0            0.0            0.0           31.4          0.000          0.386          0.347           51.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     26/03/2003           2003             85        196.446           52.5              0              0            0.0            0.0            0.0           32.0          0.000          0.386          0.345           52.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     27/03/2003           2003             86        196.094           53.5              0              0            0.0            0.0            0.0           32.6          0.000          0.386          0.343           53.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     28/03/2003           2003             87        195.755           54.5              0              0            0.0            0.0            0.0           33.2          0.000          0.386          0.341           54.5            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     29/03/2003           2003             88        195.428           55.4              0              0            0.0            0.0            0.0           33.8          0.000          0.386          0.339           55.4            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     30/03/2003           2003             89        195.112           56.3              0              0            0.0            0.0            0.0           34.4          0.000          0.386          0.337           56.3            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     31/03/2003           2003             90        194.805           57.2              0              0            0.0            0.0            0.0           35.0          0.000          0.386          0.335           57.2            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     01/04/2003           2003             91        202.234           58.2              0              0            0.0            0.0            0.0           34.8         29.000          0.386          0.375           58.2            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     02/04/2003           2003             92        200.041           59.1              0              0            0.0            0.0            0.0           35.4          0.000          0.386          0.361           59.1            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     03/04/2003           2003             93        199.150           60.0              0              0            0.0            0.0            0.0           36.0          0.000          0.386          0.355           60.0            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     04/04/2003           2003             94        198.385           60.9              0              0            0.0            0.0            0.0           36.6          0.000          0.386          0.350           60.9            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     05/04/2003           2003             95        197.704           61.8              0              0            0.0            0.0            0.0           37.2          3.000          0.386          0.346           61.8            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     06/04/2003           2003             96        197.084           62.8              0              0            0.0            0.0            0.0           37.8          0.000          0.386          0.343           62.8            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     07/04/2003           2003             97        196.511           63.7              0              0            0.0            0.0            0.0           38.4          0.000          0.386          0.339           63.7            0.9            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     08/04/2003           2003             98        195.975           64.8              0              0            0.0            0.0            0.0           39.0          0.000          0.386          0.336           64.8            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     09/04/2003           2003             99        195.471           65.8              0              0            0.0            0.0            0.0           39.7          0.000          0.386          0.333           65.8            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     10/04/2003           2003            100        194.994           66.8              0              0            0.0            0.0            0.0           40.4          0.000          0.386          0.330           66.8            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     11/04/2003           2003            101        194.538           67.8              0              0            0.0            0.0            0.0           41.0          0.000          0.386          0.328           67.8            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     12/04/2003           2003            102        194.103           68.8              0              0            0.0            0.0            0.0           41.7          0.000          0.386          0.326           68.8            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     13/04/2003           2003            103        193.684           69.8              0              0            0.0            0.0            0.0           42.3          0.000          0.386          0.323           69.8            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     14/04/2003           2003            104        193.281           70.7              0              0            0.0            0.0            0.0           42.9          0.000          0.386          0.321           70.7            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     15/04/2003           2003            105        192.892           71.7              0              0            0.0            0.0            0.0           43.5          3.000          0.386          0.319           71.7            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     16/04/2003           2003            106        192.515           72.6              0              0            0.0            0.0            0.0           44.1          0.000          0.386          0.317           72.6            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     17/04/2003           2003            107        192.150           73.6              0              0            0.0            0.0            0.0           44.8          0.000          0.386          0.315           73.6            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     18/04/2003           2003            108        191.795           74.5              0              0            0.0            0.0            0.0           45.4          0.000          0.386          0.313           74.5            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     19/04/2003           2003            109        191.450           75.5              0              0            0.0            0.0            0.0           46.0          0.000          0.386          0.312           75.5            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     20/04/2003           2003            110        191.113           76.4              0              0            0.0            0.0            0.0           46.6          0.000          0.386          0.310           76.4            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     21/04/2003           2003            111        201.185           77.4              0              0            0.0            0.0            0.0           46.3         39.000          0.386          0.369           77.4            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     22/04/2003           2003            112        201.802           78.3              0              0            0.0            0.0            0.0           46.0         12.000          0.386          0.365           78.3            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     23/04/2003           2003            113        200.513           79.3              0              0            0.0            0.0            0.0           46.6          0.000          0.386          0.357           79.3            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     24/04/2003           2003            114        199.540           80.2              0              0            0.0            0.0            0.0           47.2          0.000          0.386          0.351           80.2            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     25/04/2003           2003            115        198.724           81.2              0              0            0.0            0.0            0.0           47.8          0.000          0.386          0.346           81.2            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     26/04/2003           2003            116        198.008           82.1              0              0            0.0            0.0            0.0           48.5          0.000          0.386          0.342           82.1            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     27/04/2003           2003            117        197.362           83.1              0              0            0.0            0.0            0.0           49.1          0.000          0.386          0.338           83.1            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     28/04/2003           2003            118        196.769           84.1              0              0            0.0            0.0            0.0           49.7          0.000          0.386          0.334           84.1            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     29/04/2003           2003            119        196.217           85.1              0              0            0.0            0.0            0.0           50.4          0.000          0.386          0.331           85.1            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     30/04/2003           2003            120        195.699           86.0              0              0            0.0            0.0            0.0           51.0          0.000          0.386          0.329           86.0            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     01/05/2003           2003            121        195.210           86.9              0              0            0.0            0.0            0.0           51.6          0.000          0.386          0.326           86.9            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     02/05/2003           2003            122        194.745           87.7              0              0            0.0            0.0            0.0           52.2          0.000          0.386          0.323           87.7            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     03/05/2003           2003            123        199.118           88.6              0              0            0.0            0.0            0.0           52.7         13.000          0.386          0.353           88.6            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     04/05/2003           2003            124        198.357           89.4              0              0            0.0            0.0            0.0           53.3          0.000          0.386          0.348           89.4            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     05/05/2003           2003            125        197.678           90.3              0              0            0.0            0.0            0.0           53.9          0.000          0.386          0.344           90.3            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     06/05/2003           2003            126        197.060           91.3              0              0            0.0            0.0            0.0           54.5          0.000          0.386          0.341           91.3            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     07/05/2003           2003            127        196.489           92.2              0              0            0.0            0.0            0.0           55.1          0.000          0.386          0.337           92.2            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     08/05/2003           2003            128        195.955           93.2              0              0            0.0            0.0            0.0           55.7          0.000          0.386          0.334           93.2            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     09/05/2003           2003            129        195.452           94.2              0              0            0.0            0.0            0.0           56.3          0.000          0.386          0.332           94.2            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     10/05/2003           2003            130        194.975           95.1              0              0            0.0            0.0            0.0           56.9          0.000          0.386          0.329           95.1            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     11/05/2003           2003            131        194.521           96.1              0              0            0.0            0.0            0.0           57.5          0.000          0.386          0.326           96.1            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     12/05/2003           2003            132        194.086           97.0              0              0            0.0            0.0            0.0           58.2          0.000          0.386          0.324           97.0            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     13/05/2003           2003            133        193.668           97.9              0              0            0.0            0.0            0.0           58.8          0.000          0.386          0.322           97.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     14/05/2003           2003            134        193.266           98.9              0              0            0.0            0.0            0.0           59.4          0.000          0.386          0.320           98.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     15/05/2003           2003            135        205.718           99.6              0              0            0.0            0.0            0.0           58.0         69.000          0.386          0.389           99.6            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     16/05/2003           2003            136        204.150          100.3              0              0            0.0            0.0            0.0           57.3          6.000          0.386          0.370          100.3            0.8            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     17/05/2003           2003            137        202.419          101.1              0              0            0.0            0.0            0.0           57.8          0.000          0.386          0.359          101.1            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     18/05/2003           2003            138        201.301          101.9              0              0            0.0            0.0            0.0           58.4          0.000          0.386          0.352          101.9            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     19/05/2003           2003            139        200.406          102.7              0              0            0.0            0.0            0.0           58.9          0.000          0.386          0.347          102.7            0.8            0.3            0.2            0.1            0.0            0.0          0.000          0.000
     20/05/2003           2003            140        199.639          103.6              0              0            0.0            0.0            0.0           59.5          0.000          0.386          0.342          103.6            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     21/05/2003           2003            141        203.328          104.5              0              0            0.0            0.0            0.0           59.7         12.000          0.386          0.364          104.5            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     22/05/2003           2003            142        201.943          105.4              0              0            0.0            0.0            0.0           60.3          1.000          0.386          0.356          105.4            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     23/05/2003           2003            143        200.931          106.3              0              0            0.0            0.0            0.0           60.8          0.000          0.386          0.349          106.3            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     24/05/2003           2003            144        200.093          107.1              0              0            0.0            0.0            0.0           61.4          0.000          0.386          0.344          107.1            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     25/05/2003           2003            145        199.362          108.0              0              0            0.0            0.0            0.0           62.0          0.000          0.386          0.340          108.0            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     26/05/2003           2003            146        198.706          108.9              0              0            0.0            0.0            0.0           62.6          0.000          0.386          0.336          108.9            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     27/05/2003           2003            147        198.104          109.8              0              0            0.0            0.0            0.0           63.2          0.000          0.386          0.333          109.8            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     28/05/2003           2003            148        197.546          110.7              0              0            0.0            0.0            0.0           63.7          0.000          0.386          0.330          110.7            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     29/05/2003           2003            149        197.022          111.6              0              0            0.0            0.0            0.0           64.3          0.000          0.386          0.327          111.6            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     30/05/2003           2003            150        196.528          112.5              0              0            0.0            0.0            0.0           64.9          0.000          0.386          0.324          112.5            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     31/05/2003           2003            151        196.059          113.5              0              0            0.0            0.0            0.0           65.5          0.000          0.386          0.322          113.5            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
     01/06/2003           2003            152        195.611          114.4              0              0            0.0            0.0            0.0           66.1          0.000          0.386          0.319          114.4            0.7            0.3            0.2            0.0            0.0            0.0          0.000          0.000
