ApsimVersion = 7.3
Title = Millet
           Date   millet.stage  millet1.stage  millet2.stage  millet3.stage  millet4.stage  millet5.stage millet.plant_status millet1.plant_status millet2.plant_status millet3.plant_status millet4.plant_status millet5.plant_status millet_biomass   millet_yield     millet_lai millet.biomass millet1.biomass millet2.biomass millet3.biomass millet4.biomass millet5.biomass   millet.yield  millet1.yield  millet2.yield  millet3.yield  millet4.yield  millet5.yield     millet.lai    millet1.lai    millet2.lai    millet3.lai    millet4.lai    millet5.lai
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()                  ()                   ()                   ()                   ()                   ()                   ()             ()             ()             ()        (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)
     20/01/1941          5.969          5.894          5.928          5.826          5.844          5.622               alive                alive                alive                alive                alive                alive       5009.970          0.000          4.666         2815.4          1021.2           769.0           340.7           282.3            58.1            0.0            0.0            0.0            0.0            0.0            0.0          1.249          1.095          0.940          0.630          0.560          0.178
     21/01/1941          6.000          5.942          5.980          5.883          5.902          5.681               alive                alive                alive                alive                alive                alive       5286.631          0.000          4.653         2977.3          1073.3           804.3           355.5           294.2            60.9            0.0            0.0            0.0            0.0            0.0            0.0          1.238          1.092          0.931          0.621          0.554          0.176
     22/01/1941          6.308          5.990          6.000          5.940          5.961          5.741               alive                alive                alive                alive                alive                alive       5565.569          0.000          4.612         3149.3          1130.4           842.7           371.8           307.4            64.1            0.0            0.0            0.0            0.0            0.0            0.0          1.226          1.082          0.916          0.613          0.544          0.175
     23/01/1941          6.498          6.000          6.341          5.984          6.000          5.787               alive                alive                alive                alive                alive                alive       5865.660          0.000          4.556         3244.8          1163.2           864.1           381.2           315.0            66.0            0.0            0.0            0.0            0.0            0.0            0.0          1.218          1.072          0.905          0.604          0.534          0.171
     24/01/1941          6.635          6.273          6.477          6.000          6.161          5.820               alive                alive                alive                alive                alive                alive       6034.380          0.000          4.505         3280.7          1175.6           872.3           384.8           317.9            66.7            0.0            0.0            0.0            0.0            0.0            0.0          1.211          1.066          0.897          0.598          0.527          0.168
     25/01/1941          6.866          6.505          6.709          6.298          6.393          5.876               alive                alive                alive                alive                alive                alive       6097.942          0.000          4.467         3457.2          1236.1           912.3           402.7           332.0            70.3            0.0            0.0            0.0            0.0            0.0            0.0          1.200          1.052          0.884          0.587          0.514          0.166
     26/01/1941          7.000          6.709          6.913          6.502          6.597          5.925               alive                alive                alive                alive                alive                alive       6410.604          0.000          4.403         3627.5          1294.9           951.6           420.3           346.0            73.8            0.0            0.0            0.0            0.0            0.0            0.0          1.188          1.039          0.872          0.577          0.503          0.163
     27/01/1941          7.189          6.886          7.000          6.679          6.775          5.968               alive                alive                alive                alive                alive                alive       6714.103          0.000          4.342         3809.1          1358.2           994.3           439.4           361.1            77.7            0.0            0.0            0.0            0.0            0.0            0.0          1.178          1.027          0.861          0.568          0.494          0.160
     28/01/1941          7.320          7.000          7.200          6.851          6.947          6.000               alive                alive                alive                alive                alive                alive       7039.687          0.000          4.289         4000.5          1425.3          1040.0           459.9           376.7            81.9            0.0            0.0            0.0            0.0            0.0            0.0          1.168          1.016          0.851          0.558          0.485          0.157
     29/01/1941          7.483          7.207          7.363          7.000          7.000          6.255               alive                alive                alive                alive                alive                alive       7384.143          0.000          4.235         4158.6          1481.2          1078.3           477.2           389.3            85.2            0.0            0.0            0.0            0.0            0.0            0.0          1.156          1.003          0.836          0.545          0.473          0.153
     30/01/1941          7.656          7.380          7.536          7.222          7.295          6.482               alive                alive                alive                alive                alive                alive       7669.837          0.000          4.165         4387.1          1562.3          1133.0           501.5           406.5            89.9            0.0            0.0            0.0            0.0            0.0            0.0          1.142          0.988          0.821          0.531          0.458          0.148
     31/01/1941          7.839          7.563          7.719          7.405          7.478          6.722               alive                alive                alive                alive                alive                alive       8080.375          0.000          4.088         4625.4          1648.1          1187.7           525.7           423.8            94.5            0.0            0.0            0.0            0.0            0.0            0.0          1.128          0.972          0.805          0.516          0.443          0.142
     01/02/1941          8.000          7.743          7.899          7.585          7.658          6.958               alive                alive                alive                alive                alive                alive       8505.151          0.000          4.007         4797.8          1736.2          1240.5           549.1           440.4            99.0           45.4            0.0            0.0            0.0            0.0            0.0          1.113          0.955          0.788          0.502          0.428          0.137
     02/02/1941          8.051          7.950          8.000          7.791          7.864          7.000               alive                alive                alive                alive                alive                alive       8862.941         45.442          3.924         4983.7          1838.4          1282.8           574.4           458.3           103.8           92.6            0.0           16.9            0.0            0.0            0.0          1.094          0.935          0.770          0.485          0.411          0.131
     03/02/1941          8.084          8.000          8.057          7.940          8.000          7.323               alive                alive                alive                alive                alive                alive       9241.484        109.491          3.826         5093.5          1885.1          1308.0           589.5           466.2           106.6          133.3           21.5           31.5            0.0            3.6            0.0          1.079          0.921          0.756          0.472          0.399          0.126
     04/02/1941          8.121          8.059          8.094          8.000          8.040          7.486               alive                alive                alive                alive                alive                alive       9448.757        189.840          3.754         5261.5          1956.8          1346.8           606.5           478.2           111.0          176.5           44.4           46.9            6.8            7.4            0.0          1.064          0.905          0.740          0.458          0.385          0.121
     05/02/1941          8.160          8.098          8.133          8.062          8.079          7.659               alive                alive                alive                alive                alive                alive       9760.719        282.110          3.673         5429.1          2026.5          1385.6           623.5           490.3           115.3          221.2           68.1           62.9           13.9           11.3            0.0          1.048          0.889          0.722          0.443          0.370          0.114
     06/02/1941          8.200          8.138          8.173          8.102          8.119          7.836               alive                alive                alive                alive                alive                alive      10070.210        377.402          3.586         5580.7          2088.8          1422.6           639.6           501.6           119.3          266.7           92.2           79.2           21.1           15.3            0.0          1.031          0.872          0.704          0.428          0.355          0.108
     07/02/1941          8.241          8.179          8.214          8.143          8.159         12.000               alive                alive                alive                alive                alive                 dead      10352.679        474.541          3.497         5723.1          2146.5          1458.8           655.3           512.7           122.2          312.6          116.5           95.7           28.4           19.3            0.0          1.012          0.851          0.686          0.412          0.339          0.000
     08/02/1941          8.287          8.225          8.260          8.189          8.206         12.000               alive                alive                alive                alive                alive                 dead      10618.640        572.416          3.300         5862.8          2202.4          1495.8           671.3           524.0           122.2          360.4          141.8          112.8           35.9           23.5            0.0          0.989          0.827          0.665          0.394          0.321          0.000
     09/02/1941          8.335          8.273          8.308          8.237          8.254         12.000               alive                alive                alive                alive                alive                 dead      10878.595        674.358          3.196         5991.5          2253.1          1531.3           686.6           534.7           122.2          408.8          167.4          130.1           43.6           27.7            0.0          0.965          0.803          0.641          0.370          0.303          0.000
     10/02/1941          8.387          8.325          8.360          8.289          8.305         12.000               alive                alive                alive                alive                alive                 dead      11119.422        777.612          3.081         6074.7          2285.6          1555.0           696.6           541.8           122.2          460.2          194.6          148.5           51.7           32.2            0.0          0.939          0.776          0.612          0.345          0.281          0.000
     11/02/1941          8.438          8.376          8.411          8.340          8.357         12.000               alive                alive                alive                alive                alive                 dead      11275.903        887.243          2.952         6180.9          2326.3          1585.6           709.4           550.8           122.2          510.0          221.0          166.4           59.6           36.6            0.0          0.913          0.750          0.584          0.320          0.258          0.000
     12/02/1941          8.481          8.419          8.454          8.383          8.400         12.000               alive                alive                alive                alive                alive                 dead      11475.169        993.654          2.825         6266.0          2358.6          1610.6           719.6           558.0           122.2          558.2          246.5          183.6           67.3           40.8            0.0          0.889          0.725          0.560          0.299          0.239          0.000
     13/02/1941          8.515          8.453          8.488          8.417          8.434         12.000               alive                alive                alive                alive                alive                 dead      11634.987       1096.416          2.712         6383.7          2402.6          1645.8           733.7           568.0           122.2          599.4          268.3          198.4           73.8           44.4            0.0          0.870          0.704          0.541          0.282          0.224          0.000
     14/02/1941          8.543          8.481          8.516          8.445          8.462         12.000               alive                alive                alive                alive                alive                 dead      11856.092       1184.395          2.621         6479.6          2437.9          1674.5           745.4           576.2           122.2          635.8          287.6          211.4           79.5           47.6            0.0          0.854          0.688          0.525          0.272          0.212          0.000
     15/02/1941          8.582          8.519          8.555          8.484          8.500         12.000               alive                alive                alive                alive                alive                 dead      12035.869       1261.883          2.550         6574.4          2472.3          1702.8           757.3           584.5           122.2          680.1          311.1          227.3           86.6           51.5            0.0          0.832          0.665          0.503          0.259          0.195          0.000
     16/02/1941          8.620          8.558          8.593          8.522          8.538         12.000               alive                alive                alive                alive                alive                 dead      12213.468       1356.538          2.454         6675.6          2508.3          1732.9           770.3           593.2           122.2          724.5          334.5          243.2           93.6           55.4            0.0          0.810          0.642          0.481          0.247          0.184          0.000
     17/02/1941          8.661          8.598          8.634          8.563          8.579         12.000               alive                alive                alive                alive                alive                 dead      12402.418       1451.093          2.364         6774.5          2542.7          1762.1           783.3           601.9           122.2          769.3          358.3          259.2          100.7           59.3            0.0          0.787          0.618          0.457          0.233          0.173          0.000
     18/02/1941          8.704          8.641          8.677          8.606          8.622         12.000               alive                alive                alive                alive                alive                 dead      12586.625       1546.782          2.268         6863.6          2573.2          1788.3           795.2           609.8           122.2          815.9          383.0          275.9          108.1           63.4            0.0          0.762          0.591          0.432          0.219          0.160          0.000
     19/02/1941          8.748          8.685          8.720          8.650          8.666         12.000               alive                alive                alive                alive                alive                 dead      12752.467       1646.281          2.164         6944.9          2600.4          1812.0           806.3           617.2           122.2          864.3          408.6          293.2          115.7           67.7            0.0          0.734          0.564          0.406          0.205          0.148          0.000
     20/02/1941          8.791          8.729          8.764          8.693          8.710         12.000               alive                alive                alive                alive                alive                 dead      12902.963       1749.435          2.057         7030.8          2628.3          1836.8           818.1           624.9           122.2          911.0          433.3          309.9          123.1           71.7            0.0          0.707          0.536          0.381          0.189          0.135          0.000
     21/02/1941          8.832          8.770          8.805          8.734          8.751         12.000               alive                alive                alive                alive                alive                 dead      13061.218       1849.006          1.949         7110.9          2653.6          1859.7           829.1           632.1           122.2          956.8          457.5          326.4          130.4           75.8            0.0          0.682          0.511          0.360          0.174          0.125          0.000
     22/02/1941          8.871          8.809          8.844          8.773          8.790         12.000               alive                alive                alive                alive                alive                 dead      13207.595       1946.881          1.851         7188.3          2677.3          1881.4           839.7           639.0           122.2         1001.5          481.2          342.4          137.4           79.7            0.0          0.658          0.486          0.339          0.159          0.116          0.000
     23/02/1941          8.912          8.850          8.885          8.814          8.830         12.000               alive                alive                alive                alive                alive                 dead      13347.963       2042.173          1.758         7261.8          2698.9          1901.8           849.7           645.7           122.2         1046.4          504.9          358.4          144.5           83.6            0.0          0.633          0.461          0.317          0.144          0.108          0.000
     24/02/1941          8.957          8.895          8.930          8.859          8.876         12.000               alive                alive                alive                alive                alive                 dead      13480.036       2137.862          1.662         7330.3          2718.5          1920.5           858.8           652.0           122.2         1093.6          529.9          375.3          152.0           87.8            0.0          0.604          0.432          0.293          0.127          0.098          0.000
     25/02/1941          9.000          8.942          8.977          8.906          8.923         12.000               alive                alive                alive                alive                alive                 dead      13602.300       2238.621          1.554         7398.3          2738.0          1938.6           867.5           658.2           122.2         1093.6          555.0          392.3          159.5           91.9            0.0          0.575          0.402          0.267          0.113          0.088          0.000
     26/02/1941          9.821          8.991          9.000          8.955          8.971         12.000               alive                alive                alive                alive                alive                 dead      13722.904       2292.250          1.445         7466.2          2755.7          1954.6           875.2           663.8           122.2         1093.6          581.0          392.3          167.3           96.2            0.0          0.544          0.371          0.245          0.105          0.078          0.000
     27/02/1941         10.000          9.000         10.000          8.995          9.000         12.000               alive                alive                alive                alive                alive                 dead      13837.744       2330.375          1.342         7522.4          2769.2          1968.0           881.0           667.8           122.2         1093.6          581.0          392.3          174.5           96.2            0.0          0.519          0.346          0.227          0.098          0.072          0.000
     28/02/1941         11.000         10.000         11.000          9.000          9.773         12.000               alive                alive                alive                alive                alive                 dead      13930.615       2337.610          1.262         7522.4          2787.5          1968.0           888.3           672.7           122.2         1093.6          581.0          392.3          174.5           96.2            0.0          0.005          0.322          0.002          0.092          0.066          0.000
     01/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.487            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     02/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     03/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     04/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     05/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     06/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     07/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     08/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     09/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     10/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     11/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     12/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     13/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     14/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     15/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     16/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     17/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     18/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     19/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     20/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     21/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     22/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     23/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     24/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     25/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     26/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     27/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     28/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     29/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     30/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     31/03/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     01/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     02/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     03/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     04/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     05/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     06/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     07/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     08/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     09/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     10/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     11/04/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
