ApsimVersion = 7.5
Title = TemperateGrass daily
           Date           year            day      phenology         growth        leaf_dm        stem_dm      litter_dm          rtdep         urea()     CoverTotal   uptake_nh4()          nh4()   uptake_no3()          no3()      nit_tot()       glf_nitr         glf_sm        glf_tmp        glf_vpd     removed_dm       avail_dm
   (dd/mm/yyyy)         (year)          (day)            (-)      (kg/ha/d)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)             ()      (kg/ha/d)        (kg/ha)      (kg/ha/d)        (kg/ha)        (kg/ha)            (-)            (-)            (-)            (-)             ()        (kg/ha)
     25/10/1954           1954            298          3.044          0.000          673.9          532.6          413.5        430.000            0.0              ?          0.000           53.4          0.000           90.3         7946.8          1.000          1.000          1.000          1.000          0.000          986.0
     26/10/1954           1954            299          3.045          0.000          662.2          529.7          400.9        430.000            0.0              ?          0.000           53.6          0.000           90.2         7946.5          1.000          1.000          1.000          1.000          0.000          973.7
     27/10/1954           1954            300          3.046          0.000          651.0          526.8          388.7        430.000            0.0              ?          0.000           53.9          0.000           90.2         7946.3          1.000          1.000          1.000          1.000          0.000          962.3
     28/10/1954           1954            301          3.047          0.000          640.1          524.0          377.0        430.000            0.0              ?          0.000           54.1          0.000           90.3         7946.2          1.000          1.000          1.000          1.000          0.000          951.9
     29/10/1954           1954            302          3.048          0.000          629.6          521.2          365.6        430.000            0.0              ?          0.000           54.3          0.000           90.4         7946.2          1.000          1.000          1.000          1.000          0.000          942.1
     30/10/1954           1954            303          3.049          0.000          619.5          518.4          354.7        430.000            0.0              ?          0.000           54.5          0.000           90.5         7946.2          1.000          1.000          1.000          1.000          0.000          932.9
     31/10/1954           1954            304          3.050          0.000          609.7          515.6          344.0        430.000            0.0              ?          0.000           54.7          0.000           90.7         7946.2          1.000          1.000          1.000          1.000          0.000          924.4
     01/11/1954           1954            305          3.051          0.000          600.2          512.9          333.7        430.000            0.0              ?          0.000           54.9          0.000           90.9         7946.2          1.000          1.000          1.000          1.000          0.000          916.5
     02/11/1954           1954            306          3.052          0.000          590.9          510.2          323.6        430.000            0.0              ?          0.000           55.1          0.000           91.1         7946.2          1.000          1.000          1.000          1.000          0.000          909.1
     03/11/1954           1954            307          3.053          0.000          582.0          507.4          313.9        430.000            0.0              ?          0.000           55.3          0.000           91.2         7946.2          1.000          1.000          1.000          1.000          0.000          902.1
     04/11/1954           1954            308          3.054          0.000          576.7          505.8          308.8        430.000            0.0              ?          0.000           55.4          0.000           91.3         7946.2          1.000          1.000          1.000          1.000          0.000          896.0
     05/11/1954           1954            309          3.055          0.000          571.5          504.2          304.0        430.000            0.0              ?          0.000           55.6          0.000           91.4         7946.2          1.000          1.000          1.000          1.000          0.000          890.3
     06/11/1954           1954            310          3.056          0.000          566.6          502.6          344.1        430.000            0.0              ?          0.000           55.9          0.000           91.5         7946.2          1.000          1.000          1.000          1.000          0.000          884.8
     07/11/1954           1954            311          3.057          0.000          557.9          499.7          334.3        430.000            0.0              ?          0.000           56.1          0.000           91.6         7946.2          1.000          1.000          1.000          1.000          0.000          875.2
     08/11/1954           1954            312          3.058          0.000          550.6          497.3          326.3        430.000            0.0              ?          0.000           56.3          0.000           91.8         7946.2          1.000          1.000          1.000          1.000          0.000          866.5
     09/11/1954           1954            313          3.059          0.000          543.9          495.0          319.1        430.000            0.0              ?          0.000           56.6          0.000           91.9         7946.2          1.000          1.000          1.000          1.000          0.000          858.5
     10/11/1954           1954            314          3.060          0.000          537.8          492.9          312.6        430.000            0.0              ?          0.000           56.8          0.000           92.1         7946.2          1.000          1.000          1.000          1.000          0.000          851.1
     11/11/1954           1954            315          3.061          0.000          532.1          490.8          306.6        430.000            0.0              ?          0.000           57.0          0.000           92.2         7946.2          1.000          1.000          1.000          1.000          0.000          844.2
     12/11/1954           1954            316          3.062          0.000          526.6          488.9          301.0        430.000            0.0              ?          0.000           57.3          0.000           92.3         7946.2          1.000          1.000          1.000          1.000          0.000          837.8
     13/11/1954           1954            317          3.063          0.000          521.5          487.1          295.8        430.000            0.0              ?          0.000           57.5          0.000           92.5         7946.2          1.000          1.000          1.000          1.000          0.000          831.8
     14/11/1954           1954            318          3.064          0.000          516.6          485.3          317.1        430.000            0.0              ?          0.000           57.7          0.000           92.6         7946.2          1.000          1.000          1.000          1.000          0.000          826.1
     15/11/1954           1954            319          3.065          0.000          511.1          483.2          315.1        430.000            0.0              ?          0.000           58.0          0.000           92.7         7946.2          1.000          1.000          1.000          1.000          0.000          818.5
     16/11/1954           1954            320          3.066          0.000          505.8          481.2          309.4        430.000            0.0              ?          0.000           58.3          0.000           92.8         7946.2          1.000          1.000          1.000          1.000          0.000          811.1
     17/11/1954           1954            321          3.067          0.000          500.7          479.3          304.0        430.000            0.0              ?          0.000           58.6          0.000           92.9         7946.2          1.000          1.000          1.000          1.000          0.000          804.2
     18/11/1954           1954            322          3.068          0.000          495.7          477.3          298.8        430.000            0.0              ?          0.000           58.9          0.000           93.1         7946.2          1.000          1.000          1.000          1.000          0.000          797.7
     19/11/1954           1954            323          3.069          0.000          490.9          475.5          293.7        430.000            0.0              ?          0.000           59.2          0.000           93.2         7946.2          1.000          1.000          1.000          1.000          0.000          791.7
     20/11/1954           1954            324          3.070          0.000          486.2          473.6          322.4        430.000            0.0              ?          0.000           59.5          0.000           93.4         7946.3          1.000          1.000          1.000          1.000          0.000          786.0
     21/11/1954           1954            325          3.071          0.000          479.1          470.8          314.1        430.000            0.0              ?          0.000           59.8          0.000           93.5         7946.3          1.000          1.000          1.000          1.000          0.000          777.3
     22/11/1954           1954            326          3.072          0.000          472.4          468.0          306.2        430.000            0.0              ?          0.000           60.0          0.000           93.7         7946.3          1.000          1.000          1.000          1.000          0.000          769.3
     23/11/1954           1954            327          3.073          0.000          466.0          465.4          298.7        430.000            0.0              ?          0.000           60.2          0.000           93.8         7946.3          1.000          1.000          1.000          1.000          0.000          761.8
     24/11/1954           1954            328          3.074          0.000          459.9          462.9          291.6        430.000            0.0              ?          0.000           60.4          0.000           94.0         7946.3          1.000          1.000          1.000          1.000          0.000          754.9
     25/11/1954           1954            329          3.075          0.000          454.1          460.4          284.7        430.000            0.0              ?          0.000           60.6          0.000           94.1         7946.2          1.000          1.000          1.000          1.000          0.000          748.5
     26/11/1954           1954            330          3.076          0.000          448.4          458.0          318.1        430.000            0.0              ?          0.000           60.8          0.000           94.2         7946.2          1.000          1.000          1.000          1.000          0.000          742.4
     27/11/1954           1954            331          3.077          0.000          440.2          454.5          307.8        430.000            0.0              ?          0.000           61.0          0.000           94.3         7946.2          1.000          1.000          1.000          1.000          0.000          733.1
     28/11/1954           1954            332          3.078          0.000          433.3          451.5          299.3        430.000            0.0              ?          0.000           61.3          0.000           94.4         7946.1          1.000          1.000          1.000          1.000          0.000          724.5
     29/11/1954           1954            333          3.079          0.000          426.9          448.7          312.6        430.000            0.0              ?          0.000           61.5          0.000           94.4         7946.0          1.000          1.000          1.000          1.000          0.000          716.7
     30/11/1954           1954            334          3.080          0.000          421.0          446.1          305.5        430.000            0.0              ?          0.000           61.8          0.000           94.4         7945.8          1.000          1.000          1.000          1.000          0.000          707.8
     01/12/1954           1954            335          3.081          0.000          415.5          443.7          298.9        430.000            0.0              ?          0.000           62.1          0.000           94.5         7945.7          1.000          1.000          1.000          1.000          0.000          699.7
     02/12/1954           1954            336          3.082          0.000          410.3          441.4          292.7        430.000            0.0              ?          0.000           62.4          0.000           94.6         7945.6          1.000          1.000          1.000          1.000          0.000          692.2
     03/12/1954           1954            337          3.083          0.000          405.4          439.2          286.9        430.000            0.0              ?          0.000           62.7          0.000           94.8         7945.6          1.000          1.000          1.000          1.000          0.000          685.3
     04/12/1954           1954            338          3.084          0.000          400.6          437.1          281.3        430.000            0.0              ?          0.000           63.0          0.000           95.0         7945.6          1.000          1.000          1.000          1.000          0.000          678.8
     05/12/1954           1954            339          3.085          0.000          396.1          435.0          276.1        430.000            0.0              ?          0.000           63.3          0.000           95.1         7945.6          1.000          1.000          1.000          1.000          0.000          672.8
     06/12/1954           1954            340          3.086          0.000          391.7          433.0          301.9        430.000            0.0              ?          0.000           63.6          0.000           95.3         7945.6          1.000          1.000          1.000          1.000          0.000          667.2
     07/12/1954           1954            341          3.087          0.000          384.5          429.7          292.7        430.000            0.0              ?          0.000           63.9          0.000           95.4         7945.5          1.000          1.000          1.000          1.000          0.000          658.9
     08/12/1954           1954            342          3.088          0.000          378.8          427.0          285.4        430.000            0.0              ?          0.000           64.2          0.000           95.5         7945.4          1.000          1.000          1.000          1.000          0.000          651.4
     09/12/1954           1954            343          3.089          0.000          373.6          424.6          279.0        430.000            0.0              ?          0.000           64.5          0.000           95.6         7945.3          1.000          1.000          1.000          1.000          0.000          644.5
     10/12/1954           1954            344          3.090          0.000          368.7          422.3          273.1        430.000            0.0              ?          0.000           64.8          0.000           95.7         7945.3          1.000          1.000          1.000          1.000          0.000          638.2
     11/12/1954           1954            345          3.091          0.000          364.2          420.1          267.6        430.000            0.0              ?          0.000           65.1          0.000           95.9         7945.3          1.000          1.000          1.000          1.000          0.000          632.3
     12/12/1954           1954            346          3.092          0.000          360.0          418.0          262.5        430.000            0.0              ?          0.000           65.4          0.000           96.1         7945.3          1.000          1.000          1.000          1.000          0.000          626.8
     13/12/1954           1954            347          3.093          0.000          355.9          416.1          257.7        430.000            0.0              ?          0.000           65.8          0.000           96.3         7945.3          1.000          1.000          1.000          1.000          0.000          621.7
     14/12/1954           1954            348          3.094          0.000          352.1          414.2          271.3        430.000            0.0              ?          0.000           66.0          0.000           96.4         7945.3          1.000          1.000          1.000          1.000          0.000          616.9
     15/12/1954           1954            349          3.095          0.000          347.2          411.7          267.9        430.000            0.0              ?          0.000           66.3          0.000           96.6         7945.3          1.000          1.000          1.000          1.000          0.000          610.7
     16/12/1954           1954            350          3.096          0.000          342.9          409.5          262.6        430.000            0.0              ?          0.000           66.6          0.000           96.8         7945.3          1.000          1.000          1.000          1.000          0.000          604.8
     17/12/1954           1954            351          3.097          0.000          338.8          407.4          257.5        430.000            0.0              ?          0.000           66.9          0.000           96.9         7945.3          1.000          1.000          1.000          1.000          0.000          599.3
     18/12/1954           1954            352          3.098          0.000          334.8          405.4          252.6        430.000            0.0              ?          0.000           67.2          0.000           97.1         7945.3          1.000          1.000          1.000          1.000          0.000          594.2
     19/12/1954           1954            353          3.099          0.000          331.0          403.4          247.9        430.000            0.0              ?          0.000           67.5          0.000           97.3         7945.3          1.000          1.000          1.000          1.000          0.000          589.4
     20/12/1954           1954            354          3.100          0.000          327.3          401.4          266.7        430.000            0.0              ?          0.000           67.8          0.000           97.4         7945.3          1.000          1.000          1.000          1.000          0.000          584.8
     21/12/1954           1954            355          3.101          0.000          321.9          398.5          259.5        430.000            0.0              ?          0.000           68.1          0.000           97.6         7945.3          1.000          1.000          1.000          1.000          0.000          578.3
     22/12/1954           1954            356          3.102          0.000          316.8          395.8          252.8        430.000            0.0              ?          0.000           68.4          0.000           97.8         7945.3          1.000          1.000          1.000          1.000          0.000          572.3
     23/12/1954           1954            357          3.103          0.000          312.0          393.2          246.4        430.000            0.0              ?          0.000           68.7          0.000           98.0         7945.3          1.000          1.000          1.000          1.000          0.000          566.7
     24/12/1954           1954            358          3.104          0.000          307.5          390.7          240.4        430.000            0.0              ?          0.000           69.0          0.000           98.3         7945.3          1.000          1.000          1.000          1.000          0.000          561.5
     25/12/1954           1954            359          3.105          0.000          303.1          388.2          234.7        430.000            0.0              ?          0.000           69.3          0.000           98.4         7945.3          1.000          1.000          1.000          1.000          0.000          556.6
     26/12/1954           1954            360          3.106          0.000          298.9          385.9          256.9        430.000            0.0              ?          0.000           69.6          0.000           98.6         7945.2          1.000          1.000          1.000          1.000          0.000          552.0
     27/12/1954           1954            361          3.107          0.000          293.0          382.5          248.6        430.000            0.0              ?          0.000           69.9          0.000           98.8         7945.2          1.000          1.000          1.000          1.000          0.000          545.2
     28/12/1954           1954            362          3.108          0.000          288.0          379.6          241.7        430.000            0.0              ?          0.000           70.3          0.000           98.8         7945.0          1.000          1.000          1.000          1.000          0.000          539.0
     29/12/1954           1954            363          3.109          0.000          283.3          377.0          250.0        430.000            0.0              ?          0.000           70.6          0.000           98.8         7944.8          1.000          1.000          1.000          1.000          0.000          533.2
     30/12/1954           1954            364          3.110          0.000          279.1          374.5          244.2        430.000            0.0              ?          0.000           70.9          0.000           98.8         7944.6          1.000          1.000          1.000          1.000          0.000          526.8
     31/12/1954           1954            365          3.111          0.000          275.1          372.1          238.9        430.000            0.0              ?          0.000           71.2          0.000           98.9         7944.4          1.000          1.000          1.000          1.000          0.000          520.9
     01/01/1955           1955              1          3.112          0.000          271.4          370.0          233.9        430.000            0.0              ?          0.000            2.0          0.000           70.7         7930.0          1.000          1.000          1.000          1.000          0.000          515.5
