ApsimVersion = 7.3
Title = Millet P
           Date            esw            day           year   millet.yield  millet1.yield  millet2.yield  millet3.yield  millet4.yield  millet5.yield millet.biomass millet1.biomass millet2.biomass millet3.biomass millet4.biomass millet5.biomass     millet.lai    millet1.lai    millet2.lai    millet3.lai    millet4.lai    millet5.lai millet.pfact_photo millet1.pfact_photo millet2.pfact_photo millet3.pfact_photo millet4.pfact_photo millet5.pfact_photo millet.nfact_photo millet1.nfact_photo millet2.nfact_photo millet3.nfact_photo millet4.nfact_photo millet5.nfact_photo millet.swdef_photo millet1.swdef_photo millet2.swdef_photo millet3.swdef_photo millet4.swdef_photo millet5.swdef_photo     millet_lai millet_biomass   millet_yield
   (dd/mm/yyyy)           (mm)          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)                 ()                  ()                  ()                  ()                  ()                  ()                 ()                  ()                  ()                  ()                  ()                  ()                 ()                  ()                  ()                  ()                  ()                  ()             ()             ()             ()
     19/01/1989         56.863             19           1989            0.0            0.0            0.0            0.0            0.0            0.0         2455.7          1493.8          1131.2           781.7           470.9           195.0          1.151          1.132          1.011          0.907          0.833          0.560              1.000               1.000               1.000               1.000               1.000               1.000              0.567               0.368               0.310               0.258               0.172               0.044              1.000               1.000               1.000               1.000               1.000               1.000          5.492       6155.489          0.000
     20/01/1989         51.980             20           1989            0.0            0.0            0.0            0.0            0.0            0.0         2576.1          1567.3          1189.2           826.5           499.9           199.7          1.159          1.143          1.020          0.908          0.834          0.571              1.000               1.000               1.000               1.000               1.000               1.000              0.579               0.383               0.329               0.278               0.193               0.044              1.000               1.000               1.000               1.000               1.000               1.000          5.595       6528.283          0.000
     21/01/1989         39.736             21           1989            0.0            0.0            0.0            0.0            0.0            0.0         2687.6          1660.0          1263.1           884.4           538.9           205.8          1.145          1.137          1.016          0.894          0.833          0.585              1.000               1.000               1.000               1.000               1.000               1.000              0.600               0.407               0.355               0.305               0.220               0.048              0.755               1.000               1.000               1.000               1.000               1.000          5.635       6858.698          0.000
     22/01/1989         75.486             22           1989            0.0            0.0            0.0            0.0            0.0            0.0         2797.5          1729.3          1319.1           928.8           569.3           210.4          1.134          1.124          1.005          0.882          0.822          0.594              1.000               1.000               1.000               1.000               1.000               1.000              0.634               0.430               0.379               0.333               0.242               0.049              1.000               1.000               1.000               1.000               1.000               1.000          5.610       7239.967          0.000
     23/01/1989         73.152             23           1989            0.0            0.0            0.0            0.0            0.0            0.0         2901.4          1795.5          1372.9           971.3           599.6           215.1          1.123          1.111          0.991          0.869          0.808          0.604              1.000               1.000               1.000               1.000               1.000               1.000              0.676               0.464               0.411               0.361               0.273               0.055              1.000               1.000               1.000               1.000               1.000               1.000          5.561       7554.586          0.000
     24/01/1989         69.624             24           1989            0.0            0.0            0.0            0.0            0.0            0.0         3008.9          1864.6          1429.1          1015.8           631.3           220.3          1.113          1.100          0.979          0.859          0.797          0.613              1.000               1.000               1.000               1.000               1.000               1.000              0.723               0.501               0.446               0.393               0.297               0.063              1.000               1.000               1.000               1.000               1.000               1.000          5.506       7855.876          0.000
     25/01/1989         61.050             25           1989            0.0            0.0            0.0            0.0            0.0            0.0         3175.7          1972.2          1516.9          1085.2           680.7           229.1          1.105          1.090          0.968          0.851          0.787          0.623              1.000               1.000               1.000               1.000               1.000               1.000              0.760               0.531               0.475               0.417               0.315               0.070              1.000               1.000               1.000               1.000               1.000               1.000          5.461       8170.141          0.000
     26/01/1989         48.332             26           1989            0.0            0.0            0.0            0.0            0.0            0.0         3362.0          2092.6          1614.9          1162.0           734.6           239.0          1.095          1.078          0.957          0.840          0.777          0.633              1.000               1.000               1.000               1.000               1.000               1.000              0.775               0.543               0.485               0.422               0.316               0.071              1.000               1.000               1.000               1.000               1.000               1.000          5.424       8659.761          0.000
     27/01/1989         41.368             27           1989            0.0            0.0            0.0            0.0            0.0            0.0         3510.8          2188.8          1692.9          1222.8           776.6           246.9          1.085          1.067          0.947          0.830          0.768          0.641              1.000               1.000               1.000               1.000               1.000               1.000              0.789               0.554               0.494               0.428               0.315               0.071              1.000               1.000               1.000               1.000               1.000               1.000          5.381       9205.146          0.000
     28/01/1989         68.970             28           1989            0.0            0.0            0.0            0.0            0.0            0.0         3690.4          2305.1          1787.1          1296.0           826.8           256.8          1.075          1.056          0.936          0.819          0.758          0.650              1.000               1.000               1.000               1.000               1.000               1.000              0.813               0.573               0.510               0.441               0.323               0.074              1.000               1.000               1.000               1.000               1.000               1.000          5.339       9638.876          0.000
     29/01/1989         57.106             29           1989            0.0            0.0            0.0            0.0            0.0            0.0         3876.9          2425.8          1884.5          1371.6           878.0           267.2          1.064          1.044          0.926          0.808          0.748          0.658              1.000               1.000               1.000               1.000               1.000               1.000              0.838               0.591               0.525               0.454               0.328               0.076              1.000               1.000               1.000               1.000               1.000               1.000          5.293      10162.119          0.000
     30/01/1989         40.769             30           1989            0.0            0.0            0.0            0.0            0.0            0.0         4011.6          2548.1          1992.6          1455.1           934.1           278.9          1.045          1.028          0.910          0.793          0.733          0.667              1.000               1.000               1.000               1.000               1.000               1.000              0.864               0.611               0.541               0.468               0.335               0.078              0.650               0.911               1.000               1.000               1.000               1.000          5.247      10704.018          0.000
     31/01/1989         53.825             31           1989            0.0            0.0            0.0            0.0            0.0            0.0         4157.8          2681.6          2108.5          1544.7           994.0           292.1          1.027          1.012          0.893          0.778          0.718          0.675              1.000               1.000               1.000               1.000               1.000               1.000              0.943               0.657               0.579               0.501               0.357               0.086              0.644               0.921               1.000               1.000               1.000               1.000          5.177      11220.458          0.000
     01/02/1989         38.657             32           1989           39.2            0.0            0.0           26.1            0.0            0.0         4309.7          2820.0          2221.0          1608.8          1051.7           305.7          1.011          0.992          0.874          0.760          0.700          0.675              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.712               0.626               0.543               0.385               0.096              0.701               0.978               1.000               1.000               1.000               1.000          5.102      11778.722          0.000
     02/02/1989         67.665             33           1989           81.5           31.2           28.2           49.6           18.6            0.0         4430.4          2906.2          2289.5          1655.6          1087.0           318.4          1.002          0.975          0.859          0.745          0.686          0.672              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.799               0.703               0.538               0.435               0.119              1.000               1.000               1.000               1.000               1.000               1.000          5.012      12316.925         65.254
     03/02/1989         63.054             34           1989          123.6           62.3           56.4           73.1           37.2            0.0         4543.3          2982.2          2349.9          1695.3          1118.9           332.7          0.986          0.959          0.844          0.730          0.672          0.665              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.758               0.667               0.495               0.426               0.144              1.000               1.000               1.000               1.000               1.000               1.000          4.938      12687.090        209.073
     04/02/1989         63.117             35           1989          159.7           88.9           80.5           93.2           53.1            0.0         4592.2          3014.7          2375.5          1711.8          1131.6           340.5          0.973          0.946          0.832          0.718          0.661          0.658              1.000               1.000               1.000               1.000               1.000               1.000              0.962               0.722               0.629               0.458               0.380               0.172              1.000               1.000               1.000               1.000               1.000               1.000          4.856      13022.413        352.528
     05/02/1989         66.526             36           1989          191.1          112.0          101.4          110.6           66.9            0.0         4625.7          3038.8          2394.2          1723.9          1140.9           347.4          0.963          0.936          0.822          0.709          0.650          0.651              1.000               1.000               1.000               1.000               1.000               1.000              0.946               0.706               0.611               0.445               0.364               0.201              1.000               1.000               1.000               1.000               1.000               1.000          4.788      13166.308        475.283
     06/02/1989         83.268             37           1989          225.1          137.0          124.1          129.5           81.8            0.0         4717.0          3098.7          2440.8          1754.0          1163.6           366.6          0.952          0.924          0.811          0.698          0.638          0.643              1.000               1.000               1.000               1.000               1.000               1.000              0.934               0.692               0.598               0.438               0.356               0.222              1.000               1.000               1.000               1.000               1.000               1.000          4.732      13270.903        582.057
     07/02/1989         78.971             38           1989          261.1          163.6          148.1          149.6           97.7            0.0         4820.3          3165.7          2492.3          1786.7          1187.4           389.7          0.939          0.912          0.799          0.687          0.625          0.635              1.000               1.000               1.000               1.000               1.000               1.000              0.901               0.662               0.567               0.407               0.321               0.228              1.000               1.000               1.000               1.000               1.000               1.000          4.667      13540.631        697.548
     08/02/1989         71.227             39           1989          302.7          194.3          175.9          172.7          116.0            0.0         4941.7          3243.7          2551.5          1823.3          1213.1           418.5          0.923          0.895          0.783          0.672          0.609          0.624              1.000               1.000               1.000               1.000               1.000               1.000              0.865               0.629               0.533               0.374               0.284               0.232              1.000               1.000               1.000               1.000               1.000               1.000          4.596      13842.110        819.939
     09/02/1989         60.871             40           1989          346.6          226.6          205.2          197.2          135.3            0.0         5064.5          3321.4          2609.7          1858.0          1236.2           450.0          0.902          0.874          0.765          0.649          0.590          0.609              1.000               1.000               1.000               1.000               1.000               1.000              0.825               0.594               0.496               0.337               0.245               0.240              1.000               1.000               1.000               1.000               1.000               1.000          4.506      14191.803        961.579
     10/02/1989         48.538             41           1989          391.7          259.8          235.3          222.2          155.1            0.0         5186.4          3397.4          2665.6          1890.3          1256.3           484.7          0.879          0.852          0.746          0.625          0.569          0.593              1.000               1.000               1.000               1.000               1.000               1.000              0.791               0.562               0.461               0.306               0.208               0.256              1.000               1.000               1.000               1.000               1.000               1.000          4.390      14539.690       1111.011
     11/02/1989         46.023             42           1989          437.7          293.8          266.0          247.9          175.4            0.0         5273.0          3450.6          2704.0          1911.6          1268.5           512.4          0.856          0.831          0.727          0.602          0.548          0.578              1.000               1.000               1.000               1.000               1.000               1.000              0.759               0.531               0.428               0.276               0.172               0.277              1.000               1.000               1.000               1.000               1.000               1.000          4.264      14880.688       1264.177
     12/02/1989         42.110             43           1989          481.4          326.0          295.2          272.2          194.6            0.0         5353.7          3499.4          2738.5          1930.6          1279.8           541.9          0.836          0.812          0.704          0.582          0.527          0.564              1.000               1.000               1.000               1.000               1.000               1.000              0.738               0.509               0.403               0.261               0.167               0.310              1.000               1.000               1.000               1.000               1.000               1.000          4.141      15120.031       1420.817
     13/02/1989         68.221             44           1989          524.0          357.4          323.6          295.9          213.4            0.0         5454.4          3559.4          2780.2          1953.7          1293.8           583.2          0.816          0.793          0.682          0.561          0.506          0.550              1.000               1.000               1.000               1.000               1.000               1.000              0.717               0.488               0.382               0.249               0.166               0.338              1.000               1.000               1.000               1.000               1.000               1.000          4.024      15343.982       1569.357
     14/02/1989         59.808             45           1989          566.3          388.6          351.9          319.4          232.0            0.0         5551.8          3616.5          2819.2          1974.2          1306.4           626.9          0.795          0.769          0.660          0.539          0.485          0.536              1.000               1.000               1.000               1.000               1.000               1.000              0.690               0.462               0.358               0.224               0.151               0.357              1.000               1.000               1.000               1.000               1.000               1.000          3.908      15624.737       1714.344
     15/02/1989         51.781             46           1989          608.6          419.7          380.1          342.9          250.6           11.9         5643.6          3669.5          2854.6          1992.5          1317.8           660.3          0.772          0.745          0.638          0.517          0.463          0.521              1.000               1.000               1.000               1.000               1.000               1.000              0.666               0.441               0.336               0.206               0.141               0.380              1.000               1.000               1.000               1.000               1.000               1.000          3.784      15894.988       1858.160
     16/02/1989         44.469             47           1989          650.9          450.9          408.3          366.5          269.2           23.8         5730.3          3718.6          2886.7          2009.0          1328.3           692.4          0.749          0.722          0.615          0.495          0.442          0.507              1.000               1.000               1.000               1.000               1.000               1.000              0.644               0.421               0.314               0.195               0.137               0.376              1.000               1.000               1.000               1.000               1.000               1.000          3.657      16138.157       2013.864
     17/02/1989         38.947             48           1989          692.5          481.6          436.1          389.6          287.5           35.5         5808.1          3761.9          2914.2          2023.6          1337.7           717.4          0.728          0.700          0.594          0.474          0.423          0.494              1.000               1.000               1.000               1.000               1.000               1.000              0.623               0.402               0.293               0.188               0.135               0.315              1.000               1.000               1.000               1.000               1.000               1.000          3.530      16365.261       2169.567
     18/02/1989         68.706             49           1989          733.6          511.9          463.6          412.5          305.6           47.0         5880.1          3801.2          2938.5          2037.1          1346.7           737.7          0.707          0.678          0.573          0.454          0.405          0.480              1.000               1.000               1.000               1.000               1.000               1.000              0.602               0.382               0.272               0.184               0.135               0.267              1.000               1.000               1.000               1.000               1.000               1.000          3.413      16562.895       2322.790
     19/02/1989         63.152             50           1989          777.1          544.0          492.6          436.7          324.8           59.3         5949.9          3838.5          2961.3          2050.3          1355.6           754.8          0.684          0.654          0.548          0.431          0.384          0.465              1.000               1.000               1.000               1.000               1.000               1.000              0.583               0.363               0.257               0.183               0.137               0.226              1.000               1.000               1.000               1.000               1.000               1.000          3.298      16741.223       2474.278
     20/02/1989         57.437             51           1989          821.1          576.4          521.9          461.2          344.1           71.6         6017.1          3873.6          2983.0          2063.4          1364.6           769.0          0.658          0.626          0.522          0.407          0.363          0.448              1.000               1.000               1.000               1.000               1.000               1.000              0.567               0.347               0.251               0.188               0.143               0.190              1.000               1.000               1.000               1.000               1.000               1.000          3.166      16910.361       2634.394
     21/02/1989        107.734             52           1989          864.9          608.7          551.2          485.6          363.4           83.9         6065.8          3898.5          2998.8          2073.3          1371.5           777.8          0.633          0.600          0.498          0.384          0.342          0.431              1.000               1.000               1.000               1.000               1.000               1.000              0.552               0.332               0.247               0.194               0.150               0.159              1.000               1.000               1.000               1.000               1.000               1.000          3.024      17070.775       2796.224
     22/02/1989        104.260             53           1989          911.7          643.2          582.4          511.6          384.0           97.1         6118.2          3925.6          3016.6          2085.0          1379.8           786.9          0.606          0.572          0.471          0.360          0.320          0.413              1.000               1.000               1.000               1.000               1.000               1.000              0.542               0.331               0.257               0.212               0.168               0.148              1.000               1.000               1.000               1.000               1.000               1.000          2.888      17185.691       2957.677
     23/02/1989        101.332             54           1989          952.4          673.2          609.6          534.2          401.9          108.5         6164.6          3949.8          3033.1          2096.0          1387.7           794.5          0.584          0.550          0.451          0.341          0.303          0.398              1.000               1.000               1.000               1.000               1.000               1.000              0.528               0.329               0.266               0.228               0.183               0.138              1.000               1.000               1.000               1.000               1.000               1.000          2.743      17312.066       3129.985
     24/02/1989         99.261             55           1989          992.7          702.9          636.5          556.7          419.7          119.9         6200.5          3968.6          3046.2          2104.9          1394.1           800.2          0.563          0.528          0.430          0.322          0.286          0.383              1.000               1.000               1.000               1.000               1.000               1.000              0.514               0.323               0.268               0.236               0.189               0.131              1.000               1.000               1.000               1.000               1.000               1.000          2.627      17425.791       3279.792
     25/02/1989         96.080             56           1989         1033.1          732.7          663.5          579.1          437.4          131.2         6245.7          3993.0          3063.5          2117.0          1402.8           807.6          0.541          0.506          0.410          0.302          0.270          0.369              1.000               1.000               1.000               1.000               1.000               1.000              0.508               0.329               0.281               0.255               0.206               0.134              1.000               1.000               1.000               1.000               1.000               1.000          2.512      17514.645       3428.419
     26/02/1989         92.793             57           1989         1071.3          760.9          689.0          600.4          454.3          142.0         6288.1          4015.9          3080.1          2128.5          1411.0           814.4          0.521          0.486          0.391          0.286          0.254          0.357              1.000               1.000               1.000               1.000               1.000               1.000              0.491               0.320               0.280               0.257               0.204               0.126              1.000               1.000               1.000               1.000               1.000               1.000          2.397      17629.660       3577.047
     27/02/1989         89.733             58           1989         1071.3          790.5          715.8          600.4          472.0          153.3         6327.1          4037.0          3095.5          2139.2          1418.5           820.4          0.500          0.464          0.371          0.269          0.238          0.345              1.000               1.000               1.000               1.000               1.000               1.000              0.472               0.310               0.276               0.255               0.201               0.117              1.000               1.000               1.000               1.000               1.000               1.000          2.295      17737.951       3717.811
     28/02/1989         88.286             59           1989         1071.3          790.5          715.8          600.4          486.8          162.7         6356.9          4051.8          3106.5          2147.5          1423.9           824.6          0.483          0.447          0.355          0.256          0.225          0.335              1.000               1.000               1.000               1.000               1.000               1.000              0.506               0.308               0.280               0.288               0.208               0.115              1.000               1.000               1.000               1.000               1.000               1.000          2.185      17837.664       3803.390
     01/03/1989         85.929             60           1989         1071.3          790.5          715.8          600.4          486.8          172.7         6392.0          4069.6          3119.8          2157.6          1430.2           829.4          0.466          0.430          0.339          0.242          0.211          0.325              1.000               1.000               1.000               1.000               1.000               1.000              0.536               0.333               0.306               0.316               0.221               0.117              1.000               1.000               1.000               1.000               1.000               1.000          2.102      17911.305       3827.648
     02/03/1989         83.525             61           1989         1071.3          790.5          715.8          600.4          486.8          184.9         6392.0          4090.5          3135.4          2169.4          1437.6           834.7          0.002          0.405          0.317          0.223          0.195          0.311              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          2.012      17998.674       3837.614
     03/03/1989         83.219             62           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          1.452      18059.615       3849.770
     04/03/1989         82.852             63           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     05/03/1989         85.299             64           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     06/03/1989         84.828             65           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     07/03/1989         84.363             66           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     08/03/1989         83.920             67           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     09/03/1989         83.444             68           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     10/03/1989         82.944             69           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     11/03/1989         82.456             70           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     12/03/1989         81.979             71           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     13/03/1989         81.498             72           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     14/03/1989         81.044             73           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     15/03/1989         80.534             74           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     16/03/1989         93.306             75           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     17/03/1989         95.534             76           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     18/03/1989         95.298             77           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     19/03/1989         94.955             78           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     20/03/1989         94.546             79           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
