ApsimVersion = 7.10
Title = Wether in pasture crop rotation_WheatPaddock_DailyOutput.out
             Date          biomass    green_biomass animals_paddock[1] animals_paddock[2] animals_paddock[3]        cover_tot  surfaceom_cover
     (dd/MM/yyyy)          (kg/ha)          (kg/ha)                 ()                 ()                 ()               ()        (m^2/m^2)
       14/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.80
       15/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.80
       16/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.80
       17/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.80
       18/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.79
       19/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.79
       20/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.79
       21/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.79
       22/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.79
       23/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.79
       24/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.54
       25/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.54
       26/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.53
       27/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.53
       28/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.53
       29/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.53
       30/06/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.52
       01/07/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.52
       02/07/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.52
       03/07/1996             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.52
       04/07/1996             4.60             4.60     pasturepaddock                  ?                  ?             0.01             0.52
       05/07/1996             4.97             4.97     pasturepaddock                  ?                  ?             0.01             0.51
       06/07/1996             5.84             5.84     pasturepaddock                  ?                  ?             0.01             0.51
       07/07/1996             6.72             6.72     pasturepaddock                  ?                  ?             0.01             0.51
       08/07/1996             7.60             7.60     pasturepaddock                  ?                  ?             0.01             0.51
       09/07/1996             8.42             8.42     pasturepaddock                  ?                  ?             0.01             0.51
       10/07/1996             8.70             8.70     pasturepaddock                  ?                  ?             0.01             0.51
       11/07/1996             9.19             9.19     pasturepaddock                  ?                  ?             0.01             0.50
       12/07/1996             9.42             9.42     pasturepaddock                  ?                  ?             0.01             0.50
       13/07/1996            10.42            10.42     pasturepaddock                  ?                  ?             0.01             0.50
       14/07/1996            11.22            11.22     pasturepaddock                  ?                  ?             0.02             0.50
       15/07/1996            12.16            12.16     pasturepaddock                  ?                  ?             0.02             0.50
       16/07/1996            13.28            13.28     pasturepaddock                  ?                  ?             0.02             0.50
       17/07/1996            13.91            13.91     pasturepaddock                  ?                  ?             0.02             0.50
       18/07/1996            15.02            15.02     pasturepaddock                  ?                  ?             0.02             0.50
       19/07/1996            16.13            16.13     pasturepaddock                  ?                  ?             0.02             0.49
       20/07/1996            17.46            17.46     pasturepaddock                  ?                  ?             0.02             0.49
       21/07/1996            19.19            19.19     pasturepaddock                  ?                  ?             0.02             0.49
       22/07/1996            20.62            20.62     pasturepaddock                  ?                  ?             0.02             0.49
       23/07/1996            23.01            23.01     pasturepaddock                  ?                  ?             0.02             0.48
       24/07/1996            25.15            25.15     pasturepaddock                  ?                  ?             0.03             0.48
       25/07/1996            28.40            28.40     pasturepaddock                  ?                  ?             0.03             0.48
       26/07/1996            29.48            29.48     pasturepaddock                  ?                  ?             0.03             0.47
       27/07/1996            30.58            30.58     pasturepaddock                  ?                  ?             0.03             0.47
       28/07/1996            32.47            32.47     pasturepaddock                  ?                  ?             0.03             0.47
       29/07/1996            34.85            34.85     pasturepaddock                  ?                  ?             0.03             0.46
       30/07/1996            37.80            37.80     pasturepaddock                  ?                  ?             0.04             0.46
       31/07/1996            40.94            40.94     pasturepaddock                  ?                  ?             0.04             0.45
       01/08/1996            44.29            44.29     pasturepaddock                  ?                  ?             0.04             0.45
       02/08/1996            49.91            49.91     pasturepaddock                  ?                  ?             0.05             0.45
       03/08/1996            54.99            54.99     pasturepaddock                  ?                  ?             0.05             0.44
       04/08/1996            61.74            61.74     pasturepaddock                  ?                  ?             0.05             0.44
       05/08/1996            70.15            70.15     pasturepaddock                  ?                  ?             0.06             0.43
       06/08/1996            77.71            77.71     pasturepaddock                  ?                  ?             0.07             0.43
       07/08/1996            84.38            84.29     pasturepaddock                  ?                  ?             0.07             0.43
       08/08/1996            91.09            90.94     pasturepaddock                  ?                  ?             0.08             0.43
       09/08/1996            95.42            95.20     pasturepaddock                  ?                  ?             0.08             0.43
       10/08/1996           102.49           102.18     pasturepaddock                  ?                  ?             0.08             0.42
       11/08/1996           109.84           109.41     pasturepaddock                  ?                  ?             0.09             0.42
       12/08/1996           125.46           124.90     pasturepaddock                  ?                  ?             0.10             0.42
       13/08/1996           145.54           144.78     pasturepaddock                  ?                  ?             0.12             0.42
       14/08/1996           161.27           160.34     pasturepaddock                  ?                  ?             0.13             0.41
       15/08/1996           167.53           166.42     pasturepaddock                  ?                  ?             0.13             0.41
       16/08/1996           184.16           182.89     pasturepaddock                  ?                  ?             0.14             0.41
       17/08/1996           207.00           205.55     pasturepaddock                  ?                  ?             0.16             0.41
       18/08/1996           212.14           210.60     pasturepaddock                  ?                  ?             0.16             0.41
       19/08/1996           231.55           229.89     pasturepaddock                  ?                  ?             0.17             0.41
       20/08/1996           245.38           243.60     pasturepaddock                  ?                  ?             0.18             0.41
       21/08/1996           266.05           264.12     pasturepaddock                  ?                  ?             0.20             0.41
       22/08/1996           273.70           271.59     pasturepaddock                  ?                  ?             0.20             0.40
       23/08/1996           287.02           284.71     pasturepaddock                  ?                  ?             0.21             0.40
       24/08/1996           318.75           316.21     pasturepaddock                  ?                  ?             0.23             0.40
       25/08/1996           355.61           352.85     pasturepaddock                  ?                  ?             0.25             0.40
       26/08/1996           408.27           405.24     pasturepaddock                  ?                  ?             0.28             0.40
       27/08/1996           446.49           443.09     pasturepaddock                  ?                  ?             0.30             0.39
       28/08/1996           498.80           494.99     pasturepaddock                  ?                  ?             0.33             0.39
       29/08/1996           560.03           555.87     pasturepaddock                  ?                  ?             0.36             0.39
       30/08/1996           582.37           577.88     pasturepaddock                  ?                  ?             0.37             0.38
       31/08/1996           619.19           614.28     pasturepaddock                  ?                  ?             0.39             0.38
       01/09/1996           701.13           695.74     pasturepaddock                  ?                  ?             0.43             0.38
       02/09/1996           738.23           732.54     pasturepaddock                  ?                  ?             0.44             0.38
       03/09/1996           808.10           802.05     pasturepaddock                  ?                  ?             0.47             0.38
       04/09/1996           884.10           877.59     pasturepaddock                  ?                  ?             0.50             0.37
       05/09/1996           971.11           964.13     pasturepaddock                  ?                  ?             0.54             0.37
       06/09/1996          1063.67          1055.98     pasturepaddock                  ?                  ?             0.57             0.37
       07/09/1996          1175.70          1166.11     pasturepaddock                  ?                  ?             0.60             0.37
       08/09/1996          1302.01          1290.77     pasturepaddock                  ?                  ?             0.64             0.37
       09/09/1996          1381.25          1368.47     pasturepaddock                  ?                  ?             0.66             0.37
       10/09/1996          1508.57          1494.09     pasturepaddock                  ?                  ?             0.69             0.37
       11/09/1996          1660.70          1644.53     pasturepaddock                  ?                  ?             0.72             0.36
       12/09/1996          1793.24          1774.84     pasturepaddock                  ?                  ?             0.74             0.36
       13/09/1996          1902.81          1882.77     pasturepaddock                  ?                  ?             0.75             0.36
       14/09/1996          2031.21          2008.83     pasturepaddock                  ?                  ?             0.77             0.36
       15/09/1996          2167.64          2142.28     pasturepaddock                  ?                  ?             0.78             0.35
       16/09/1996          2351.61          2322.14     pasturepaddock                  ?                  ?             0.80             0.34
       17/09/1996          2523.06          2490.26     pasturepaddock                  ?                  ?             0.81             0.34
       18/09/1996          2695.94          2658.83     pasturepaddock                  ?                  ?             0.82             0.33
       19/09/1996          2752.55          2710.34     pasturepaddock                  ?                  ?             0.83             0.33
       20/09/1996          2888.45          2842.36     pasturepaddock                  ?                  ?             0.83             0.32
       21/09/1996          3063.69          3014.86     pasturepaddock                  ?                  ?             0.84             0.32
       22/09/1996          3230.62          3178.92     pasturepaddock                  ?                  ?             0.84             0.32
       23/09/1996          3388.01          3331.88     pasturepaddock                  ?                  ?             0.85             0.32
       24/09/1996          3543.67          3482.28     pasturepaddock                  ?                  ?             0.85             0.31
       25/09/1996          3714.59          3649.66     pasturepaddock                  ?                  ?             0.86             0.31
       26/09/1996          3821.22          3752.24     pasturepaddock                  ?                  ?             0.86             0.31
       27/09/1996          3997.99          3925.77     pasturepaddock                  ?                  ?             0.86             0.31
       28/09/1996          4095.83          4019.57     pasturepaddock                  ?                  ?             0.86             0.31
       29/09/1996          4179.64          4097.25     pasturepaddock                  ?                  ?             0.86             0.30
       30/09/1996          4297.83          4209.81     pasturepaddock                  ?                  ?             0.86             0.30
       01/10/1996          4418.44          4325.86     pasturepaddock                  ?                  ?             0.86             0.29
       02/10/1996          4581.37          4483.45     pasturepaddock                  ?                  ?             0.86             0.29
       03/10/1996          4762.31          4656.88     pasturepaddock                  ?                  ?             0.86             0.29
       04/10/1996          4953.50          4838.86     pasturepaddock                  ?                  ?             0.86             0.28
       05/10/1996          5088.18          4963.78     pasturepaddock                  ?                  ?             0.86             0.28
       06/10/1996          5243.98          5109.73     pasturepaddock                  ?                  ?             0.86             0.27
       07/10/1996          5456.68          5314.09     pasturepaddock                  ?                  ?             0.86             0.27
       08/10/1996          5652.48          5501.89     pasturepaddock                  ?                  ?             0.86             0.26
       09/10/1996          5777.94          5617.97     pasturepaddock                  ?                  ?             0.86             0.26
       10/10/1996          5955.61          5772.08     pasturepaddock                  ?                  ?             0.86             0.25
       11/10/1996          6113.14          5899.97     pasturepaddock                  ?                  ?             0.85             0.24
       12/10/1996          6300.41          6087.25     pasturepaddock                  ?                  ?             0.85             0.24
       13/10/1996          6550.29          6337.12     pasturepaddock                  ?                  ?             0.85             0.24
       14/10/1996          6774.08          6547.19     pasturepaddock                  ?                  ?             0.85             0.24
       15/10/1996          6954.65          6685.71     pasturepaddock                  ?                  ?             0.85             0.23
       16/10/1996          7095.86          6826.92     pasturepaddock                  ?                  ?             0.85             0.23
       17/10/1996          7267.58          6998.64     pasturepaddock                  ?                  ?             0.85             0.22
       18/10/1996          7530.21          7261.27     pasturepaddock                  ?                  ?             0.85             0.21
       19/10/1996          7738.74          7464.64     pasturepaddock                  ?                  ?             0.85             0.21
       20/10/1996          8018.33          7734.91     pasturepaddock                  ?                  ?             0.85             0.21
       21/10/1996          8246.11          7941.23     pasturepaddock                  ?                  ?             0.85             0.21
       22/10/1996          8410.69          8051.90     pasturepaddock                  ?                  ?             0.84             0.20
       23/10/1996          8591.28          8192.41     pasturepaddock                  ?                  ?             0.84             0.20
       24/10/1996          8726.59          8274.08     pasturepaddock                  ?                  ?             0.83             0.20
       25/10/1996          8848.25          8350.39     pasturepaddock                  ?                  ?             0.83             0.19
       26/10/1996          9030.19          8501.29     pasturepaddock                  ?                  ?             0.83             0.19
       27/10/1996          9171.13          8600.12     pasturepaddock                  ?                  ?             0.82             0.19
       28/10/1996          9313.75          8695.17     pasturepaddock                  ?                  ?             0.82             0.18
       29/10/1996          9431.79          8761.19     pasturepaddock                  ?                  ?             0.81             0.18
       30/10/1996          9597.26          8894.95     pasturepaddock                  ?                  ?             0.81             0.18
       31/10/1996          9707.04          8955.92     pasturepaddock                  ?                  ?             0.81             0.18
       01/11/1996          9812.31          9019.05     pasturepaddock                  ?                  ?             0.80             0.18
       02/11/1996          9898.89          9069.33     pasturepaddock                  ?                  ?             0.80             0.18
       03/11/1996          9941.80          9112.24     pasturepaddock                  ?                  ?             0.80             0.18
       04/11/1996          9982.85          9153.29     pasturepaddock                  ?                  ?             0.80             0.18
       05/11/1996         10045.48          9215.92     pasturepaddock                  ?                  ?             0.80             0.17
       06/11/1996         10119.20          9289.64     pasturepaddock                  ?                  ?             0.80             0.17
       07/11/1996         10157.71          9328.15     pasturepaddock                  ?                  ?             0.80             0.16
       08/11/1996         10207.88          9378.32     pasturepaddock                  ?                  ?             0.80             0.16
       09/11/1996         10248.12          9418.56     pasturepaddock                  ?                  ?             0.80             0.16
       10/11/1996         10289.92          9460.36     pasturepaddock                  ?                  ?             0.80             0.15
       11/11/1996         10326.51          9496.95     pasturepaddock                  ?                  ?             0.80             0.15
       12/11/1996         10349.08          9519.52     pasturepaddock                  ?                  ?             0.80             0.15
       13/11/1996         10372.96          9533.94     pasturepaddock                  ?                  ?             0.80             0.15
       14/11/1996         10396.25          9516.67     pasturepaddock                  ?                  ?             0.79             0.15
       15/11/1996         10421.05          9510.95     pasturepaddock                  ?                  ?             0.79             0.14
       16/11/1996         10436.03          9488.51     pasturepaddock                  ?                  ?             0.79             0.14
       17/11/1996         10443.18          9456.92     pasturepaddock                  ?                  ?             0.78             0.14
       18/11/1996         10457.63          9439.63     pasturepaddock                  ?                  ?             0.78             0.13
       19/11/1996         10479.49          9435.26     pasturepaddock                  ?                  ?             0.78             0.13
       20/11/1996         10501.17          9438.04     pasturepaddock                  ?                  ?             0.77             0.13
       21/11/1996         10522.85          9443.27     pasturepaddock                  ?                  ?             0.77             0.13
       22/11/1996         10541.46          9446.75     pasturepaddock                  ?                  ?             0.77             0.13
       23/11/1996         10562.84          9451.95     pasturepaddock                  ?                  ?             0.77             0.13
       24/11/1996         10583.78          9453.06     pasturepaddock                  ?                  ?             0.77             0.12
       25/11/1996         10602.40          9446.81     pasturepaddock                  ?                  ?             0.76             0.12
       26/11/1996         10618.82          9438.29     pasturepaddock                  ?                  ?             0.76             0.12
       27/11/1996         10632.12          9427.39     pasturepaddock                  ?                  ?             0.76             0.12
       28/11/1996         10644.07          9415.59     pasturepaddock                  ?                  ?             0.76             0.12
       29/11/1996         10655.02          9403.72     pasturepaddock                  ?                  ?             0.75             0.12
       30/11/1996         10666.06          9394.27     pasturepaddock                  ?                  ?             0.75             0.12
       01/12/1996         10670.23          9381.26     pasturepaddock                  ?                  ?             0.75             0.12
       02/12/1996         10678.75          9362.19     pasturepaddock                  ?                  ?             0.74             0.12
       03/12/1996         10688.05          9347.01     pasturepaddock                  ?                  ?             0.74             0.11
       04/12/1996         10696.40          9330.50     pasturepaddock                  ?                  ?             0.74             0.11
       05/12/1996         10696.66          9305.09     pasturepaddock                  ?                  ?             0.73             0.11
       06/12/1996         10696.66          9286.32     pasturepaddock                  ?                  ?             0.73             0.11
       07/12/1996         10696.66          9083.15     pasturepaddock                  ?                  ?             0.70             0.11
       08/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       09/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       10/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       11/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       12/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       13/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       14/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       15/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       16/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       17/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       18/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       19/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       20/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       21/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       22/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       23/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       24/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       25/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.97
       26/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       27/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       28/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       29/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       30/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       31/12/1996             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       01/01/1997             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       02/01/1997             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       03/01/1997             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       04/01/1997             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       05/01/1997             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       06/01/1997             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.96
       07/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.96
       08/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       09/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       10/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       11/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       12/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       13/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       14/01/1997             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.95
       15/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       16/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       17/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       18/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       19/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       20/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       21/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       22/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       23/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       24/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       25/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       26/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       27/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       28/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       29/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       30/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       31/01/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       01/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       02/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       03/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.93
       04/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       05/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       06/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       07/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       08/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       09/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       10/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       11/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       12/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.92
       13/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       14/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       15/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       16/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       17/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       18/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       19/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       20/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       21/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       22/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       23/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       24/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       25/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       26/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       27/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       28/02/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       01/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       02/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.91
       03/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.90
       04/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.90
       05/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.90
       06/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.89
       07/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.89
       08/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.89
       09/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.89
       10/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.88
       11/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.88
       12/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.88
       13/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.88
       14/03/1997             0.00             0.00            feedlot                  ?                  ?             0.00             0.88
       15/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       16/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       17/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       18/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       19/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       20/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       21/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       22/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       23/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       24/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       25/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       26/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       27/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       28/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       29/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       30/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       31/03/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       01/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       02/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       03/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       04/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       05/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       06/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       07/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       08/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       09/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       10/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       11/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       12/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       13/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       14/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       15/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       16/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       17/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       18/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       19/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       20/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       21/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       22/04/1997             0.00             0.00                  ?                  ?                  ?             0.00             0.88
